Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
Install DUAL 200AMP ATS and modules to control generator load.,Closed-CC Issued,0,ePlan,,-81.97496519399438,26.514616865372155,2022-09-01,-81.974783614665,26.514612414434,20.219482707754768,373
RE ROOF TILE TO TILE NOA'S 20-1008.03 & 21-0712.03,Closed-CC Issued,0,ePlan,,-81.97058612720915,26.507444795331587,2022-09-01,-81.970619052889,26.507624166265,20.301188889293307,267
REPLACEMENT POOL SCREEN ENCLOSURE (IAN),Closed-CO Issued,0,ePlan,,-81.97058612720915,26.507444795331587,2023-01-01,-81.970619052889,26.507624166265,20.301188889293307,267
change out 3.5 ton 17 seer 10 kw split system,Closed-CC Issued,0,ePlan,,-81.97360123829475,26.508885944306822,2022-11-01,-81.973674580095,26.508718721618,20.326936689036536,1419
"Remove existing shingles and underlayment, renail deck to code, install peel and stick underlayment and install new asphalt shingles",Closed-CC Issued,0,ePlan,,-81.95902831010639,26.510877047808293,2023-02-01,-81.958878639137,26.510982479674,20.380158836851017,931
"DYWALL, INSULATION, CABINETS, INTERIOR DOORS, 3 FRENCH DOORS FL#2046.11, 1 FRONT DOOR FL#20461.14, ROLL DOWN SHUTTERS FL#31658.1, 14 WINDOWS S/S IMPACT FL#216637, FL#21637, ELECTIC, PLUMBING, HVAC",Closed-CC Issued,0,Paper Submittal,,-81.95953786821244,26.507809163442708,2022-11-01,-81.959608904286,26.507977927929,20.383289502168786,626
Replace split system,Closed-Voided,0,ePlan,,-81.95953786821244,26.507809163442708,2022-12-01,-81.959608904286,26.507977927929,20.383289502168786,626
Replacement screen pool enclosure on existing deck due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.95953786821244,26.507809163442708,2023-04-01,-81.959608904286,26.507977927929,20.383289502168786,626
Tile Reroof,Closed-CC Issued,0,ePlan,,-81.95646262085776,26.520303987389383,2023-09-01,-81.956294814052,26.520230287325,20.40250643355646,713
Re-roof 22 squares shingles only,Closed-CC Issued,0,ePlan,,-81.96754677986185,26.51230317459647,2023-03-01,-81.967716115202,26.512373641767,20.41745958889224,1055
"6' Wood Fence, No Gates",Permit Expired,1,ePlan,,-81.96754677986185,26.51230317459647,2023-04-01,-81.967716115202,26.512373641767,20.41745958889224,1055
The fence layout has been adjusted to a 6 foot high wood fence with no gates will be installed. See revised fence layout.,Closed-Revision Approved,1,ePlan,,-81.96754677986185,26.51230317459647,2023-09-01,-81.967716115202,26.512373641767,20.41745958889224,1055
"Remove & Replace 125A panel for pool, like for like.",Closed-CC Issued,0,ePlan,,-81.96011628488303,26.506156717268528,2023-02-01,-81.960222113352,26.506306526183,20.418156389796657,653
"Project consist of the repair of approximately 1850 LF of existing perimeter wall for Coconut Creek damaged by Hurricane Ian.  The is approx. 550 l=LF of 9.5' masonry wall replacement and approx. 1300 LF of 6 feet high wall replacement.  Scope also includes remaining portions of damaged walls and footers, installation of new footers and walls, stucco, paint, and ground restoration.",Closed-CC Issued,1,ePlan,,-81.96011628488303,26.506156717268528,2023-08-01,-81.960222113352,26.506306526183,20.418156389796657,653
Replace existing 200 amp panel and update grounding system,Permit Expired,0,ePlan,,-81.96434574678777,26.513880383168463,2022-09-01,-81.964162782292,26.513866068653,20.4298472463926,986
reroof - shingle to shingle,Closed-CC Issued,0,ePlan,,-81.96434574678777,26.513880383168463,2022-10-01,-81.964162782292,26.513866068653,20.4298472463926,986
"HVAC change out.Goodman 4 ton, 16 seer, 10 kw, split system",Closed-Administrative,0,ePlan,,-81.96620068588916,26.519367011087468,2022-07-01,-81.966016897521,26.519360342977,20.47278247164131,753
"Remove The Existing AC Unit, & Install New AC Unit. Like for Like.",Closed-Voided,0,ePlan,,-81.96620068588916,26.519367011087468,2023-03-01,-81.966016897521,26.519360342977,20.47278247164131,753
REPLACING 2 WINDOWS W/IMPACT SIZE FOR SIZE,Closed-Withdrawn,0,ePlan,,-81.96620068588916,26.519367011087468,2023-08-01,-81.966016897521,26.519360342977,20.47278247164131,753
CHANGE OUT 4 TON 16 SEER 9 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.96925943269912,26.507518695689164,2022-10-01,-81.969379239197,26.507659200619,20.555120362093486,321
REMOVE AND REPLACE TILE ROOF,Closed-CC Issued,0,ePlan,,-81.96925943269912,26.507518695689164,2023-08-01,-81.969379239197,26.507659200619,20.555120362093486,321
replacing 50gal el water heater with 50gal el water heater like for like. water heater is not moving locations,Closed-CC Issued,0,ePlan,,-81.9549659528994,26.50816552596512,2022-11-01,-81.955119511889,26.508268764661,20.59828883286626,685
"Remove and replace roof, tile to tile.",Closed-CC Issued,0,ePlan,,-81.9549659528994,26.50816552596512,2022-11-01,-81.955119511889,26.508268764661,20.59828883286626,685
"Demo Pool and Pool Cage.  Remove concrete house  foundation and driveway.  Haul away debris,  (House was burnt to ground)",Closed-CC Issued,0,ePlan,,-81.9677432288261,26.50897645364716,2023-08-01,-81.967929016478,26.508977844781,20.682461182784525,1021
Install a new 3.5 Ton 14 Seer 10 KW Ruud,Permit Expired,0,ePlan,,-81.9640152535107,26.522314133295986,2022-11-01,-81.964051164585,26.522496873035,20.731662939559545,1344
Interior Remodel.-- Coastal A.,Closed-Withdrawn,0,ePlan,,-81.9640152535107,26.522314133295986,2022-12-01,-81.964051164585,26.522496873035,20.731662939559545,1344
Target roofing will be tearing off the shingles on this house and putting new metal roof panels on,Closed-CC Issued,0,ePlan,,-81.96776246714926,26.51667093309464,2023-03-01,-81.967579427058,26.516705801306,20.74243431317801,784
Convert electric service from overhead to underground with FPL coordination.,Closed-CC Issued,0,ePlan,,-81.96776246714926,26.51667093309464,2023-08-01,-81.967579427058,26.516705801306,20.74243431317801,784
"INTERIOR REMODEL-MEC, DRY WALL, INSULATION, CABUNETS, DOORS, TRIM, & FLOORING",Closed-CC Issued,0,Paper Submittal,,-81.9655891790109,26.51411731776673,2022-11-01,-81.965708638848,26.514261530039,20.846236343541115,1064
Remove existing shingle roof and install new shingle roof system.,Closed-CC Issued,0,ePlan,,-81.9655891790109,26.51411731776673,2023-04-01,-81.965708638848,26.514261530039,20.846236343541115,1064
Re-Roof,Closed-CC Issued,0,ePlan,,-81.9585133579083,26.52218489766028,2023-05-01,-81.958329782189,26.522223898344,20.89174149046209,1101
remove and replace roof shingle to shingle,Closed-CC Issued,0,ePlan,,-81.96817784678275,26.51627101172853,2022-09-01,-81.968298640611,26.516127332548,20.895821382867872,789
Pool enclosure replacement,Closed-CO Issued,0,ePlan,,-81.97112389945838,26.50506932855159,2022-10-01,-81.971036369021,26.50523619663,20.976224966169493,352
"Replace and Install 19 impact hurricane resistant windows, 2 impact sliding glas doors, and 1 impact hurricane resistant door.",Closed-CC Issued,0,ePlan,,-81.97112389945838,26.50506932855159,2022-12-01,-81.971036369021,26.50523619663,20.976224966169493,352
AC CHANGE OUT X2,Closed-CC Issued,0,ePlan,,-81.97112389945838,26.50506932855159,2023-02-01,-81.971036369021,26.50523619663,20.976224966169493,352
"Installing 1 Storm Catcher Rolldown Screen MOT FL11291.1   ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc***",Closed-CC Issued,0,ePlan,,-81.97112389945838,26.50506932855159,2023-08-01,-81.971036369021,26.50523619663,20.976224966169493,352
"replace 200 amp meter socket, panel, and update maingrounding system",Closed-CC Issued,0,ePlan,,-81.95509946680514,26.50789230772181,2022-07-01,-81.955285712698,26.507922007827,20.994854272028267,686
REMOVE EXISTING TILES DOWN TO SHEATHING & INSTALL A NEW TILE ROOF.,Closed-CC Issued,0,ePlan,,-81.95509946680514,26.50789230772181,2022-11-01,-81.955285712698,26.507922007827,20.994854272028267,686
REVISION TO REMOVE MINI SPLIT-PROVIDE AIR SUPPLY USING EXISITING DUCT WORK,Closed-Revision Approved,1,ePlan,,-81.96757004040829,26.51169468670802,2021-07-01,-81.967447664209,26.511838574866,21.02732439659981,1266
Install Hurricane Ian Exact Footprint Replacement Pool Enclosure Over Existing Deck With A Screen Roof.,Closed-CC Issued,0,ePlan,,-81.9708397961532,26.50744869100092,2023-04-01,-81.970763654318,26.507621725737,21.04466220798105,266
INSTALLATION OF 500 GALLON UG LIQUID PROPANE TANK,Closed-CC Issued,0,ePlan,,-81.9734922732935,26.50978645824083,2022-08-01,-81.973568309625,26.509959872481,21.07861834214118,1412
INSTALLATION OF GENERATOR WITH ATS,Closed-CC Issued,0,ePlan,,-81.9734922732935,26.50978645824083,2022-08-01,-81.973568309625,26.509959872481,21.07861834214118,1412
Homeowner added 6 more windows to be replaces size for size with impact. Floor plan and engineering report has been revised.,Closed-Revision Approved,1,ePlan,,-81.9734922732935,26.50978645824083,2022-09-01,-81.973568309625,26.509959872481,21.07861834214118,1412
Replacement Pool Enclosure Over Existing Deck With A Screen Roof,Closed-CO Issued,0,ePlan,,-81.9734922732935,26.50978645824083,2022-11-01,-81.973568309625,26.509959872481,21.07861834214118,1412
Tile Re Roof,Closed-CC Issued,0,ePlan,,-81.9734922732935,26.50978645824083,2023-09-01,-81.973568309625,26.509959872481,21.07861834214118,1412
replace storm damaged tile roof,Closed-CC Issued,0,ePlan,,-81.9703389735159,26.50744928602819,2023-03-01,-81.970402150745,26.507627827056,21.082803337909922,268
replace storm damaged pool enclosure same as previously existing.,Closed-CO Issued,0,ePlan,,-81.9703389735159,26.50744928602819,2023-03-01,-81.970402150745,26.507627827056,21.082803337909922,268
Demolish and haul away Hurricane Ian damaged mobile home,Closed-CC Issued,0,ePlan,,-81.96783166121574,26.51380677650925,2023-02-01,-81.96801893055,26.513836732326,21.111847395153102,1367
RE ROOFSHINGLE TO METAL 31.9 SQROLL ROOFING TO ROLL ROOFING 2 SQ,Closed-CC Issued,0,ePlan,,-81.96038562145446,26.52145899032752,2022-11-01,-81.960200754823,26.521503177938,21.159064289849326,1093
Re-Roof,Closed-CC Issued,0,ePlan,,-81.95850448418284,26.52126894570361,2023-03-01,-81.958324657937,26.521206741488,21.18207629001426,1104
HVAC SAME SIZE CHANGEOUT- 4 TON/ 18 SEER/ SC,Permit Expired,0,ePlan,,-81.9692275841908,26.5092382717078,2023-08-01,-81.969299234576,26.509061871486,21.19493508755308,203
Remove damaged tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.95481219795697,26.5208050768339,2022-10-01,-81.954657888504,26.520692570838,21.258624610794996,379
HVAC Change Out Split System 4Ton,Closed-CC Issued,0,ePlan,,-81.95481219795697,26.5208050768339,2023-09-01,-81.954657888504,26.520692570838,21.258624610794996,379
RE ROOFSHINGLE TO SHINGLE,Closed-CC Issued,0,ePlan,,-81.96038417692606,26.52115556633753,2022-11-01,-81.960193105558,26.521153011123,21.271966570461682,1092
"Replacement Windows/doors, size for size, impact (9 windows, 4 SGD's and 2 doors)",Closed-CC Issued,0,ePlan,,-81.96038417692606,26.52115556633753,2022-11-01,-81.960193105558,26.521153011123,21.271966570461682,1092
Replace split system,Permit Expired,0,ePlan,,-81.96038417692606,26.52115556633753,2023-01-01,-81.960193105558,26.521153011123,21.271966570461682,1092
Replacement screen enclosure on existing deck,Closed-CO Issued,0,ePlan,,-81.96038417692606,26.52115556633753,2023-07-01,-81.960193105558,26.521153011123,21.271966570461682,1092
To replace like for like the screen enclosure damage by hurricane ian,Closed-Withdrawn,0,ePlan,,-81.96038417692606,26.52115556633753,2023-07-01,-81.960193105558,26.521153011123,21.271966570461682,1092
reroof home take off old renail install underlayment then shingles,Permit Expired,0,ePlan,,-81.96433624507077,26.51870937222953,2022-10-01,-81.964325600213,26.51851848857,21.282184406021113,1404
Remove and replace tile roof system,Closed-CC Issued,0,ePlan,,-81.95649081744699,26.50708277363028,2022-07-01,-81.9564767756,26.507273666464,21.307603978871498,159
"Installing 1 Storm Catcher Rolldown Screen MOT FL11291.1   ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc***",Closed-CC Issued,0,ePlan,,-81.95649081744699,26.50708277363028,2023-03-01,-81.9564767756,26.507273666464,21.307603978871498,159
Hurricane Ian Damage - Re-model,Closed-CC Issued,1,Paper Submittal,,-81.96711702411893,26.50806464325873,2022-11-01,-81.967109180135,26.50825645339,21.370150745811156,543
REPLACE  SPLIT SYSTEM. LIKE FOR LIKE.,Closed-CC Issued,1,ePlan,,-81.96711702411893,26.50806464325873,2022-11-01,-81.967109180135,26.50825645339,21.370150745811156,543
Remove the existing Mini-split and install a new 1-ton. Like for Like,Closed-Voided,0,ePlan,,-81.96711702411893,26.50806464325873,2022-12-01,-81.967109180135,26.50825645339,21.370150745811156,543
REMOVE EXISTING MINI SPLIT DAMAGE BY HURRICANE IAN AND INSTALL NEW. LIKE FOR LIKE.,Closed-Voided,0,ePlan,,-81.96711702411893,26.50806464325873,2023-01-01,-81.967109180135,26.50825645339,21.370150745811156,543
"Installing 9 Accordions *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.9704816906673,26.505078082534634,2022-09-01,-81.970581241021,26.505242474248,21.393986158078928,349
Reroof tile to tile,Closed-CC Issued,0,ePlan,,-81.97482501604915,26.51232956255014,2023-01-01,-81.974640041281,26.512384071942,21.466854431773072,1442
Replacing pool screen enclosure on existing pool deck,Closed-CC Issued,0,ePlan,,-81.97482501604915,26.51232956255014,2023-03-01,-81.974640041281,26.512384071942,21.466854431773072,1442
"Re-roof******REVISION - HOLE IN DECKING, ONE OR TWO SHEETS OF DECKING TO BE REPLACED******",Closed-CC Issued,1,ePlan,,-81.96579870123271,26.513925099727697,2023-01-01,-81.965880863708,26.514099916191,21.50276788963752,1063
"HOLE IN DECKING, ONE OR TWO SHEETS OF DECKING TO BE REPLACED",Closed-Revision Approved,1,ePlan,,-81.96579870123271,26.513925099727697,2023-02-01,-81.965880863708,26.514099916191,21.50276788963752,1063
Remove damaged tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.95463770276076,26.520934855848925,2022-10-01,-81.954595775541,26.520746158492,21.518067965529248,378
LIKE FOR LIKE REPLACEMENT ( 3 TON CONDENESER ONLY) 16 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.95463770276076,26.520934855848925,2023-02-01,-81.954595775541,26.520746158492,21.518067965529248,378
REMOVE AND REPLACE TILE ROOF,Closed-CC Issued,0,ePlan,,-81.96992157181533,26.50999744774096,2023-08-01,-81.96976122232,26.509889185792,21.537646959838572,254
Reroof-remove and replace fiberglass shingles,Closed-CC Issued,0,ePlan,,-81.96268062738504,26.51216264215857,2023-01-01,-81.962646102211,26.511972170975,21.548762901084334,858
"Remove and replace, like for like, 3 ton, 16 seer, 8 kw air conditioning system.",Permit Expired,0,ePlan,,-81.95963992269294,26.50651823135343,2022-12-01,-81.959705103817,26.506700821388,21.582217834574376,655
Install 3 ton 14 seer 10kw split system,Closed-CC Issued,0,ePlan,,-81.96793412587657,26.51720412923305,2022-10-01,-81.967740523863,26.517216973932,21.599157132792616,782
AC CHANGE OUT,Closed-CC Issued,0,ePlan,,-81.96265738731773,26.5087833011048,2022-09-01,-81.962631433678,26.508975649828,21.606298001633316,797
"Re-roof, tear-off  - Shingle",Closed-CC Issued,0,ePlan,,-81.96265738731773,26.5087833011048,2023-01-01,-81.962631433678,26.508975649828,21.606298001633316,797
REPLACE TWO SPLIT AC SYSTEMS,Closed-CC Issued,0,ePlan,,-81.96452768909761,26.522658592664555,2023-02-01,-81.9644159132,26.522499205475,21.67115577050741,1338
RE-ROOF,Closed-CC Issued,0,ePlan,,-81.96452768909761,26.522658592664555,2023-02-01,-81.9644159132,26.522499205475,21.67115577050741,1338
POOL/SPA/DECK,Permit Issued,1,Paper Submittal,,-81.96452768909761,26.522658592664555,2023-06-01,-81.9644159132,26.522499205475,21.67115577050741,1338
INSTALL 200A AUTOMATIC TRANSFER SWITCH,Closed-CC Issued,0,ePlan,,-81.97433020583578,26.51302570182788,2023-04-01,-81.974524541422,26.5130389577,21.683706798218964,1455
BURY 500 GALLON LP TANK AND RUN GAS LINE TO NEW GENERATOR,Closed-CC Issued,0,ePlan,,-81.97433020583578,26.51302570182788,2023-05-01,-81.974524541422,26.5130389577,21.683706798218964,1455
replacement enclosure on existing slab; same size for size,Closed-CC Issued,0,ePlan,,-81.97433020583578,26.51302570182788,2023-09-01,-81.974524541422,26.5130389577,21.683706798218964,1455
"Installing a Briggs 20KW generator, 200 amp automatic transfer switch and modules to control generator load",Closed-CC Issued,0,ePlan,,-81.96961414384762,26.50509028848438,2023-03-01,-81.969514512184,26.505257791633,21.69562919794002,345
Installing a 500 gallon LP tank with a line from the tank to the new generator.,Closed-CC Issued,0,ePlan,,-81.96961414384762,26.50509028848438,2023-03-01,-81.969514512184,26.505257791633,21.69562919794002,345
*** REVISION - SYSTEM DOWN-SIZED. BOS UPDATED. AC DISCONNECT UPDATED TO BE SQUARE D. LAYOUT UPDATED WITH NEW SKIRT/SETBACK REQUIREMENTS ***,Closed-Revision Approved,1,ePlan,,-81.97144350789031,26.50864160837004,2022-07-01,-81.971334056855,26.508480183971,21.710929338481126,240
